Z_diff,VEG_TREES,Slope,MaxSl_Foc,MinSl_Foc,StdSl_Foc,DepthRC_JD,Type,Pt_Density,CQ_Mean,CQ_Mean_Foc,Rough40,Rough40_Foc,Precsn_m,Shadow,Blur,Reflection
-0.03599550000,0,1.24394000000,16.32780000000,1.24394000000,4.02431000000,0.00000000000,Exposed,4,83.35000000000,83.35000000000,0.03413610000,0.03063960000,0.02775640000,0,0,0
-0.00900269000,0,3.34510000000,9.11102000000,3.26143000000,3.13681000000,0.00000000000,Exposed,5,81.75000000000,81.75000000000,0.00749207000,0.02085060000,0.02726630000,0,0,0
-0.01400760000,0,12.21810000000,15.46450000000,1.83211000000,3.27534000000,0.00000000000,Exposed,3,82.78000000000,82.83730000000,0.01231890000,0.02761360000,0.02740340000,0,0,0
-0.01899720000,0,9.63316000000,10.62430000000,1.48624000000,3.48988000000,0.00000000000,Exposed,3,82.95670000000,82.96290000000,0.04024610000,0.02355060000,0.03071880000,0,0,0
0.01699830000,0,9.90824000000,11.97310000000,0.84839100000,3.45607000000,0.00000000000,Exposed,5,81.94740000000,81.90460000000,0.01770020000,0.02369790000,0.02784480000,0,0,0
-0.04600520000,0,6.32032000000,8.98407000000,1.04467000000,2.36534000000,0.00000000000,Exposed,4,83.67000000000,83.67000000000,0.00837097000,0.01134240000,0.03281290000,0,0,0
-0.07000730000,0,16.14420000000,20.87680000000,2.82204000000,5.31078000000,0.00000000000,Exposed,4,84.63000000000,84.63070000000,0.01311240000,0.01542750000,0.06962720000,0,0,0
0.02700810000,0,5.66554000000,6.75790000000,0.54020000000,1.91239000000,0.00000000000,Exposed,5,82.57000000000,82.57000000000,0.04968520000,0.04229290000,-9999.00000000000,0,0,0
-0.02699280000,0,1.63406000000,6.61511000000,0.55822100000,3.28663000000,0.00000000000,Exposed,5,81.96220000000,81.95800000000,0.01113130000,0.00940622000,-9999.00000000000,0,0,0
0.05000310000,0,16.83100000000,16.83100000000,1.48303000000,3.29964000000,0.00000000000,Exposed,6,84.50000000000,84.50000000000,0.00561015000,0.01435750000,0.06723610000,0,0,0
-0.09100340000,0,12.87900000000,14.47120000000,1.20606000000,3.84446000000,0.00000000000,Exposed,3,84.70000000000,84.70000000000,0.07346670000,0.06391310000,0.03024450000,0,0,0
-0.07800290000,0,2.67569000000,12.87900000000,1.71441000000,3.74563000000,0.00000000000,Exposed,4,84.70000000000,84.70000000000,0.09647830000,0.07417870000,0.03024450000,0,0,0
-0.06201170000,0,8.75745000000,21.77790000000,1.56263000000,5.96832000000,0.00000000000,Exposed,4,85.01000000000,84.92180000000,0.06846160000,0.05854080000,-9999.00000000000,0,0,0
-0.12899800000,0,6.72800000000,12.59630000000,0.12996800000,3.64015000000,0.00000000000,Exposed,3,84.72000000000,84.72000000000,0.01352950000,0.02066620000,0.04682710000,0,0,0
-0.08999630000,0,7.89099000000,14.57390000000,1.41907000000,4.00341000000,0.00000000000,Exposed,4,84.83000000000,84.81640000000,0.01160050000,0.00822754000,0.04776390000,0,0,0
-0.10400400000,0,5.62570000000,14.47050000000,2.90982000000,5.31240000000,0.00000000000,Exposed,4,85.01000000000,85.01000000000,0.02427160000,0.02982670000,-9999.00000000000,0,0,0
